inst#,actual,predicted,error,distribution,
4602,2:attack,2:attack,,0,*1
4603,2:attack,2:attack,,0,*1
4604,2:attack,2:attack,,0,*1
4605,2:attack,2:attack,,0,*1
4606,2:attack,2:attack,,0,*1
4607,2:attack,2:attack,,0,*1
4608,2:attack,2:attack,,0,*1
4609,2:attack,2:attack,,0,*1
4610,2:attack,2:attack,,0,*1
4611,2:attack,2:attack,,0,*1
4612,2:attack,2:attack,,0,*1
4613,2:attack,2:attack,,0,*1
4614,2:attack,2:attack,,0,*1
4615,2:attack,2:attack,,0,*1
4616,2:attack,2:attack,,0,*1
4617,2:attack,2:attack,,0,*1
4618,2:attack,2:attack,,0,*1
4619,2:attack,2:attack,,0,*1
4620,2:attack,2:attack,,0,*1
4621,2:attack,2:attack,,0,*1
4622,2:attack,2:attack,,0,*1
4623,2:attack,2:attack,,0,*1
4624,2:attack,2:attack,,0,*1
4625,2:attack,2:attack,,0,*1
4626,2:attack,2:attack,,0,*1
4627,2:attack,2:attack,,0,*1
4628,2:attack,2:attack,,0,*1
4629,2:attack,2:attack,,0,*1
4630,2:attack,2:attack,,0,*1
4631,2:attack,2:attack,,0,*1
4632,2:attack,2:attack,,0,*1
4633,2:attack,2:attack,,0,*1
4634,2:attack,2:attack,,0,*1
4635,2:attack,2:attack,,0,*1
4636,2:attack,2:attack,,0,*1
4637,2:attack,2:attack,,0,*1
4638,2:attack,2:attack,,0,*1
4639,2:attack,2:attack,,0,*1
4640,2:attack,2:attack,,0,*1
4641,2:attack,2:attack,,0,*1
4642,2:attack,2:attack,,0,*1
4643,2:attack,2:attack,,0,*1
4644,2:attack,2:attack,,0,*1
4645,2:attack,2:attack,,0,*1
4646,2:attack,2:attack,,0,*1
4647,2:attack,2:attack,,0,*1
4648,2:attack,2:attack,,0,*1
4649,2:attack,2:attack,,0,*1
4650,2:attack,2:attack,,0,*1
4651,2:attack,2:attack,,0,*1
4652,2:attack,2:attack,,0,*1
4653,2:attack,2:attack,,0,*1
4654,2:attack,2:attack,,0,*1
4655,2:attack,2:attack,,0,*1
4656,2:attack,2:attack,,0,*1
4657,2:attack,2:attack,,0,*1
4658,2:attack,2:attack,,0,*1
4659,2:attack,2:attack,,0,*1
4660,2:attack,1:normal.,+,*0.996,0.004
4661,2:attack,2:attack,,0,*1
4662,2:attack,2:attack,,0,*1
4663,2:attack,2:attack,,0,*1
4664,2:attack,2:attack,,0,*1
4665,2:attack,2:attack,,0,*1
4666,2:attack,2:attack,,0,*1
4667,2:attack,2:attack,,0,*1
4668,2:attack,2:attack,,0,*1
4669,2:attack,2:attack,,0,*1
4670,2:attack,2:attack,,0,*1
4671,2:attack,2:attack,,0,*1
4672,2:attack,2:attack,,0,*1
4673,2:attack,2:attack,,0,*1
4674,2:attack,2:attack,,0,*1
4675,2:attack,2:attack,,0,*1
4676,2:attack,2:attack,,0,*1
4677,2:attack,2:attack,,0,*1
4678,2:attack,2:attack,,0,*1
4679,2:attack,2:attack,,0,*1
4680,2:attack,2:attack,,0,*1
4681,2:attack,2:attack,,0,*1
4682,2:attack,2:attack,,0,*1
4683,2:attack,2:attack,,0,*1
4684,2:attack,2:attack,,0,*1
4685,2:attack,2:attack,,0,*1
4686,2:attack,2:attack,,0,*1
4687,2:attack,2:attack,,0,*1
4688,2:attack,2:attack,,0,*1
4689,2:attack,2:attack,,0,*1
4690,2:attack,2:attack,,0,*1
4691,2:attack,2:attack,,0,*1
4692,2:attack,2:attack,,0,*1
4693,2:attack,2:attack,,0,*1
4694,2:attack,2:attack,,0,*1
4695,2:attack,2:attack,,0,*1
4696,2:attack,2:attack,,0,*1
4697,2:attack,2:attack,,0,*1
4698,2:attack,2:attack,,0,*1
4699,2:attack,2:attack,,0,*1
4700,2:attack,2:attack,,0,*1
4701,2:attack,2:attack,,0,*1
4702,2:attack,2:attack,,0,*1
4703,2:attack,2:attack,,0,*1
4704,2:attack,2:attack,,0,*1
4705,2:attack,2:attack,,0,*1
4706,2:attack,2:attack,,0,*1
4707,2:attack,2:attack,,0,*1
4708,2:attack,2:attack,,0,*1
4709,2:attack,2:attack,,0,*1
4710,2:attack,2:attack,,0,*1
4711,2:attack,2:attack,,0,*1
4712,2:attack,2:attack,,0,*1
4713,2:attack,2:attack,,0,*1
4714,2:attack,2:attack,,0,*1
4715,2:attack,2:attack,,0,*1
4716,2:attack,2:attack,,0,*1
4717,2:attack,2:attack,,0,*1
4718,2:attack,2:attack,,0,*1
4719,2:attack,2:attack,,0,*1
4720,2:attack,2:attack,,0,*1
4721,2:attack,2:attack,,0,*1
4722,2:attack,2:attack,,0,*1
4723,2:attack,2:attack,,0,*1
4724,2:attack,2:attack,,0,*1
4725,2:attack,2:attack,,0,*1
4726,2:attack,2:attack,,0,*1
4727,2:attack,2:attack,,0,*1
4728,2:attack,2:attack,,0,*1
4729,2:attack,2:attack,,0,*1
4730,2:attack,2:attack,,0,*1
4731,2:attack,2:attack,,0,*1
4732,2:attack,2:attack,,0,*1
4733,2:attack,2:attack,,0,*1
4734,2:attack,2:attack,,0,*1
4735,2:attack,2:attack,,0,*1
4736,2:attack,2:attack,,0,*1
4737,2:attack,2:attack,,0,*1
4738,2:attack,2:attack,,0,*1
4739,2:attack,2:attack,,0,*1
4740,2:attack,2:attack,,0,*1
4741,2:attack,2:attack,,0,*1
4742,2:attack,2:attack,,0,*1
4743,2:attack,2:attack,,0,*1
4744,2:attack,2:attack,,0,*1
4745,2:attack,2:attack,,0,*1
4746,2:attack,2:attack,,0,*1
4747,2:attack,2:attack,,0,*1
4748,2:attack,2:attack,,0,*1
4749,2:attack,2:attack,,0,*1
4750,2:attack,2:attack,,0,*1
4751,2:attack,2:attack,,0,*1
4752,2:attack,2:attack,,0,*1
4753,2:attack,2:attack,,0,*1
4754,2:attack,2:attack,,0,*1
4755,2:attack,2:attack,,0,*1
4756,2:attack,2:attack,,0,*1
4757,2:attack,2:attack,,0,*1
4758,2:attack,2:attack,,0,*1
4759,2:attack,2:attack,,0,*1
4760,2:attack,2:attack,,0,*1
4761,2:attack,2:attack,,0,*1
4762,2:attack,2:attack,,0,*1
4763,2:attack,2:attack,,0,*1
4764,2:attack,2:attack,,0,*1
4765,2:attack,2:attack,,0,*1
4766,2:attack,2:attack,,0,*1
4767,2:attack,2:attack,,0,*1
4768,2:attack,2:attack,,0,*1
4769,2:attack,2:attack,,0,*1
4770,2:attack,2:attack,,0.169,*0.831
4771,2:attack,2:attack,,0,*1
4772,2:attack,2:attack,,0,*1
4773,2:attack,2:attack,,0,*1
4774,2:attack,2:attack,,0,*1
4775,2:attack,2:attack,,0,*1
4776,2:attack,2:attack,,0,*1
4777,2:attack,2:attack,,0,*1
4778,2:attack,2:attack,,0,*1
4779,2:attack,2:attack,,0,*1
4780,2:attack,2:attack,,0,*1
4781,2:attack,2:attack,,0,*1
4782,2:attack,2:attack,,0,*1
4783,2:attack,2:attack,,0,*1
4784,2:attack,2:attack,,0,*1
4785,2:attack,2:attack,,0,*1
4786,2:attack,2:attack,,0,*1
4787,2:attack,2:attack,,0,*1
4788,2:attack,2:attack,,0,*1
4789,2:attack,2:attack,,0,*1
4790,2:attack,2:attack,,0,*1
4791,2:attack,2:attack,,0,*1
4792,2:attack,2:attack,,0,*1
4793,2:attack,2:attack,,0,*1
4794,2:attack,2:attack,,0,*1
4795,2:attack,2:attack,,0,*1
4796,2:attack,2:attack,,0,*1
4797,2:attack,2:attack,,0,*1
4798,2:attack,2:attack,,0,*1
4799,2:attack,2:attack,,0,*1
4800,2:attack,2:attack,,0,*1
4801,2:attack,2:attack,,0,*1
4802,2:attack,2:attack,,0,*1
4803,2:attack,2:attack,,0,*1
4804,2:attack,2:attack,,0,*1
4805,2:attack,2:attack,,0,*1
4806,2:attack,2:attack,,0,*1
4807,2:attack,2:attack,,0,*1
4808,2:attack,2:attack,,0,*1
4809,2:attack,2:attack,,0,*1
4810,2:attack,2:attack,,0,*1
4811,2:attack,2:attack,,0,*1
4812,2:attack,2:attack,,0,*1
4813,2:attack,2:attack,,0,*1
4814,2:attack,2:attack,,0,*1
4815,2:attack,2:attack,,0,*1
4816,2:attack,2:attack,,0,*1
4817,2:attack,2:attack,,0,*1
4818,2:attack,2:attack,,0,*1
4819,2:attack,2:attack,,0,*1
4820,2:attack,2:attack,,0,*1
4821,2:attack,2:attack,,0,*1
4822,2:attack,2:attack,,0,*1
4823,2:attack,2:attack,,0,*1
4824,2:attack,2:attack,,0,*1
4825,2:attack,2:attack,,0,*1
4826,2:attack,2:attack,,0,*1
4827,2:attack,2:attack,,0.065,*0.935
4828,2:attack,2:attack,,0,*1
4829,2:attack,2:attack,,0,*1
4830,2:attack,2:attack,,0,*1
4831,2:attack,2:attack,,0,*1
4832,2:attack,2:attack,,0,*1
4833,2:attack,2:attack,,0,*1
4834,2:attack,2:attack,,0,*1
4835,2:attack,2:attack,,0,*1
4836,2:attack,2:attack,,0,*1
4837,2:attack,2:attack,,0,*1
4838,2:attack,2:attack,,0,*1
4839,2:attack,2:attack,,0,*1
4840,2:attack,2:attack,,0,*1
4841,2:attack,2:attack,,0,*1
4842,2:attack,2:attack,,0,*1
4843,2:attack,2:attack,,0,*1
4844,2:attack,2:attack,,0,*1
4845,2:attack,2:attack,,0,*1
4846,2:attack,1:normal.,+,*0.993,0.007
4847,2:attack,2:attack,,0,*1
4848,2:attack,2:attack,,0,*1
4849,2:attack,2:attack,,0,*1
4850,2:attack,2:attack,,0,*1
4851,2:attack,2:attack,,0,*1
4852,2:attack,2:attack,,0,*1
4853,2:attack,2:attack,,0,*1
4854,2:attack,2:attack,,0,*1
4855,2:attack,2:attack,,0,*1
4856,2:attack,2:attack,,0,*1
4857,2:attack,2:attack,,0,*1
4858,2:attack,2:attack,,0,*1
4859,2:attack,2:attack,,0,*1
4860,2:attack,2:attack,,0,*1
4861,2:attack,2:attack,,0,*1
4862,2:attack,2:attack,,0,*1
4863,2:attack,2:attack,,0,*1
4864,2:attack,2:attack,,0,*1
4865,2:attack,2:attack,,0,*1
4866,2:attack,2:attack,,0,*1
4867,2:attack,2:attack,,0,*1
4868,2:attack,2:attack,,0,*1
4869,2:attack,2:attack,,0,*1
4870,2:attack,2:attack,,0,*1
4871,2:attack,2:attack,,0,*1
4872,2:attack,2:attack,,0,*1
4873,2:attack,2:attack,,0,*1
4874,2:attack,2:attack,,0,*1
4875,2:attack,2:attack,,0,*1
4876,2:attack,2:attack,,0,*1
4877,2:attack,2:attack,,0,*1
4878,2:attack,2:attack,,0,*1
4879,2:attack,2:attack,,0,*1
4880,2:attack,2:attack,,0,*1
4881,2:attack,2:attack,,0,*1
4882,2:attack,2:attack,,0,*1
4883,2:attack,2:attack,,0,*1
4884,2:attack,2:attack,,0,*1
4885,2:attack,2:attack,,0,*1
4886,2:attack,2:attack,,0,*1
4887,2:attack,2:attack,,0,*1
4888,2:attack,2:attack,,0,*1
4889,2:attack,2:attack,,0,*1
4890,2:attack,2:attack,,0,*1
4891,2:attack,2:attack,,0,*1
4892,2:attack,2:attack,,0,*1
4893,2:attack,2:attack,,0,*1
4894,2:attack,2:attack,,0,*1
4895,2:attack,2:attack,,0,*1
4896,2:attack,2:attack,,0,*1
4897,2:attack,2:attack,,0,*1
4898,2:attack,2:attack,,0,*1
4899,2:attack,2:attack,,0,*1
4900,2:attack,2:attack,,0,*1
4901,2:attack,2:attack,,0,*1
4902,2:attack,2:attack,,0,*1
4903,2:attack,2:attack,,0,*1
4904,2:attack,2:attack,,0,*1
4905,2:attack,2:attack,,0,*1
4906,2:attack,1:normal.,+,*0.993,0.007
4907,2:attack,2:attack,,0,*1
4908,2:attack,2:attack,,0,*1
4909,2:attack,2:attack,,0,*1
4910,2:attack,2:attack,,0,*1
4911,2:attack,2:attack,,0,*1
4912,2:attack,2:attack,,0,*1
4913,2:attack,2:attack,,0,*1
4914,2:attack,2:attack,,0,*1
4915,2:attack,2:attack,,0,*1
4916,2:attack,2:attack,,0,*1
4917,2:attack,2:attack,,0,*1
4918,2:attack,2:attack,,0,*1
4919,2:attack,2:attack,,0,*1
4920,2:attack,2:attack,,0,*1
4921,2:attack,2:attack,,0,*1
4922,2:attack,2:attack,,0,*1
4923,2:attack,2:attack,,0,*1
4924,2:attack,2:attack,,0,*1
4925,2:attack,2:attack,,0,*1
4926,2:attack,2:attack,,0,*1
4927,2:attack,2:attack,,0,*1
4928,2:attack,2:attack,,0,*1
4929,2:attack,2:attack,,0,*1
4930,2:attack,2:attack,,0,*1
4931,2:attack,2:attack,,0,*1
4932,2:attack,2:attack,,0,*1
4933,2:attack,2:attack,,0,*1
4934,2:attack,2:attack,,0,*1
4935,2:attack,2:attack,,0,*1
4936,2:attack,2:attack,,0,*1
4937,2:attack,2:attack,,0,*1
4938,2:attack,2:attack,,0,*1
4939,2:attack,2:attack,,0,*1
4940,2:attack,2:attack,,0,*1
4941,2:attack,2:attack,,0,*1
4942,2:attack,2:attack,,0,*1
4943,2:attack,2:attack,,0,*1
4944,2:attack,2:attack,,0,*1
4945,2:attack,2:attack,,0,*1
4946,2:attack,2:attack,,0,*1
4947,2:attack,2:attack,,0,*1
4948,2:attack,2:attack,,0,*1
4949,2:attack,2:attack,,0,*1
4950,2:attack,2:attack,,0,*1
4951,2:attack,2:attack,,0,*1
4952,2:attack,2:attack,,0,*1
4953,2:attack,2:attack,,0,*1
4954,2:attack,2:attack,,0,*1
4955,2:attack,2:attack,,0,*1
4956,2:attack,2:attack,,0,*1
4957,2:attack,2:attack,,0,*1
4958,2:attack,2:attack,,0,*1
4959,2:attack,2:attack,,0,*1
4960,2:attack,2:attack,,0,*1
4961,2:attack,2:attack,,0,*1
4962,2:attack,2:attack,,0,*1
4963,2:attack,2:attack,,0,*1
4964,2:attack,2:attack,,0,*1
4965,2:attack,2:attack,,0,*1
4966,2:attack,2:attack,,0,*1
4967,2:attack,2:attack,,0,*1
4968,2:attack,2:attack,,0,*1
4969,2:attack,2:attack,,0,*1
4970,2:attack,2:attack,,0,*1
4971,2:attack,2:attack,,0,*1
4972,2:attack,2:attack,,0,*1
4973,2:attack,2:attack,,0,*1
4974,2:attack,2:attack,,0,*1
4975,2:attack,2:attack,,0,*1
4976,2:attack,2:attack,,0,*1
4977,2:attack,2:attack,,0,*1
4978,2:attack,2:attack,,0,*1
4979,2:attack,2:attack,,0,*1
4980,2:attack,2:attack,,0,*1
4981,2:attack,2:attack,,0,*1
4982,2:attack,2:attack,,0,*1
4983,2:attack,2:attack,,0,*1
4984,2:attack,2:attack,,0,*1
4985,2:attack,2:attack,,0,*1
4986,2:attack,2:attack,,0,*1
4987,2:attack,2:attack,,0,*1
4988,2:attack,2:attack,,0,*1
4989,2:attack,2:attack,,0,*1
4990,2:attack,2:attack,,0,*1
4991,2:attack,2:attack,,0,*1
4992,2:attack,2:attack,,0,*1
4993,2:attack,1:normal.,+,*0.994,0.006
4994,2:attack,2:attack,,0,*1
4995,2:attack,2:attack,,0,*1
4996,2:attack,2:attack,,0,*1
4997,2:attack,2:attack,,0,*1
4998,2:attack,2:attack,,0,*1
4999,2:attack,2:attack,,0,*1
5000,2:attack,2:attack,,0,*1
5001,2:attack,2:attack,,0,*1
5002,2:attack,2:attack,,0,*1
5003,2:attack,2:attack,,0,*1
5004,2:attack,2:attack,,0,*1
5005,2:attack,2:attack,,0,*1
5006,2:attack,2:attack,,0,*1
5007,2:attack,2:attack,,0,*1
5008,2:attack,2:attack,,0,*1
5009,2:attack,2:attack,,0,*1
5010,2:attack,2:attack,,0,*1
5011,2:attack,2:attack,,0,*1
5012,2:attack,2:attack,,0,*1
5013,2:attack,2:attack,,0,*1
5014,2:attack,2:attack,,0,*1
5015,2:attack,2:attack,,0,*1
5016,2:attack,2:attack,,0,*1
5017,2:attack,2:attack,,0,*1
5018,2:attack,2:attack,,0,*1
5019,2:attack,2:attack,,0,*1
5020,2:attack,2:attack,,0,*1
5021,2:attack,2:attack,,0,*1
5022,2:attack,2:attack,,0,*1
5023,2:attack,2:attack,,0,*1
5024,2:attack,2:attack,,0,*1
5025,2:attack,2:attack,,0,*1
5026,2:attack,2:attack,,0,*1
5027,2:attack,2:attack,,0,*1
5028,2:attack,2:attack,,0,*1
5029,2:attack,2:attack,,0,*1
5030,2:attack,2:attack,,0,*1
5031,2:attack,2:attack,,0,*1
5032,2:attack,2:attack,,0,*1
5033,2:attack,2:attack,,0,*1
5034,2:attack,2:attack,,0,*1
5035,2:attack,2:attack,,0,*1
5036,2:attack,2:attack,,0,*1
5037,2:attack,2:attack,,0,*1
5038,2:attack,2:attack,,0,*1
5039,2:attack,2:attack,,0,*1
5040,2:attack,2:attack,,0,*1
5041,2:attack,2:attack,,0,*1
5042,2:attack,2:attack,,0,*1
5043,2:attack,2:attack,,0,*1
5044,2:attack,2:attack,,0,*1
5045,2:attack,2:attack,,0,*1
5046,2:attack,2:attack,,0,*1
5047,2:attack,2:attack,,0,*1
5048,2:attack,2:attack,,0,*1
5049,2:attack,2:attack,,0,*1
5050,2:attack,2:attack,,0,*1
5051,2:attack,2:attack,,0,*1
5052,2:attack,2:attack,,0,*1
5053,2:attack,2:attack,,0,*1
5054,2:attack,2:attack,,0,*1
5055,2:attack,2:attack,,0,*1
5056,2:attack,2:attack,,0,*1
5057,2:attack,2:attack,,0,*1
5058,2:attack,2:attack,,0,*1
5059,2:attack,2:attack,,0,*1
5060,2:attack,2:attack,,0,*1
5061,2:attack,2:attack,,0,*1
5062,2:attack,2:attack,,0,*1
5063,2:attack,2:attack,,0,*1
5064,2:attack,2:attack,,0,*1
5065,2:attack,2:attack,,0,*1
5066,2:attack,2:attack,,0,*1
5067,2:attack,2:attack,,0,*1
5068,2:attack,2:attack,,0,*1
5069,2:attack,2:attack,,0.169,*0.831
5070,2:attack,2:attack,,0,*1
5071,2:attack,2:attack,,0,*1
5072,2:attack,2:attack,,0,*1
5073,2:attack,2:attack,,0,*1
5074,2:attack,2:attack,,0,*1
5075,2:attack,2:attack,,0,*1
5076,2:attack,2:attack,,0,*1
5077,2:attack,2:attack,,0,*1
5078,2:attack,2:attack,,0,*1
5079,2:attack,2:attack,,0,*1
5080,2:attack,2:attack,,0,*1
5081,2:attack,2:attack,,0,*1
5082,2:attack,2:attack,,0,*1
5083,2:attack,2:attack,,0,*1
5084,2:attack,2:attack,,0,*1
5085,2:attack,2:attack,,0,*1
5086,2:attack,2:attack,,0,*1
5087,2:attack,2:attack,,0,*1
5088,2:attack,2:attack,,0,*1
5089,2:attack,2:attack,,0,*1
5090,2:attack,2:attack,,0,*1
5091,2:attack,2:attack,,0,*1
5092,2:attack,2:attack,,0,*1
5093,2:attack,2:attack,,0,*1
5094,2:attack,2:attack,,0,*1
5095,2:attack,2:attack,,0,*1
5096,2:attack,2:attack,,0,*1
5097,2:attack,2:attack,,0,*1
5098,2:attack,2:attack,,0,*1
5099,2:attack,2:attack,,0,*1
5100,2:attack,2:attack,,0,*1
5101,2:attack,2:attack,,0,*1
5102,2:attack,2:attack,,0,*1
5103,2:attack,2:attack,,0,*1
5104,2:attack,2:attack,,0,*1
5105,2:attack,2:attack,,0,*1
5106,2:attack,2:attack,,0,*1
5107,2:attack,2:attack,,0,*1
5108,2:attack,2:attack,,0,*1
5109,2:attack,2:attack,,0,*1
5110,2:attack,2:attack,,0,*1
5111,2:attack,2:attack,,0,*1
5112,2:attack,2:attack,,0,*1
5113,2:attack,2:attack,,0,*1
5114,2:attack,2:attack,,0,*1
5115,2:attack,2:attack,,0,*1
5116,2:attack,2:attack,,0,*1
5117,2:attack,2:attack,,0,*1
5118,2:attack,2:attack,,0,*1
5119,2:attack,2:attack,,0,*1
5120,2:attack,2:attack,,0,*1
5121,2:attack,2:attack,,0,*1
5122,2:attack,2:attack,,0,*1
5123,2:attack,2:attack,,0,*1
5124,2:attack,2:attack,,0,*1
5125,2:attack,2:attack,,0,*1
5126,2:attack,2:attack,,0,*1
5127,2:attack,2:attack,,0,*1
5128,2:attack,2:attack,,0,*1
5129,2:attack,2:attack,,0,*1
5130,2:attack,2:attack,,0,*1
5131,2:attack,2:attack,,0,*1
5132,2:attack,2:attack,,0,*1
5133,2:attack,2:attack,,0,*1
5134,2:attack,2:attack,,0,*1
5135,2:attack,2:attack,,0,*1
5136,2:attack,2:attack,,0,*1
5137,2:attack,2:attack,,0,*1
5138,2:attack,2:attack,,0,*1
5139,2:attack,2:attack,,0,*1
5140,2:attack,2:attack,,0,*1
5141,2:attack,2:attack,,0,*1
5142,2:attack,2:attack,,0,*1
5143,2:attack,2:attack,,0,*1
5144,2:attack,2:attack,,0,*1
5145,2:attack,2:attack,,0,*1
5146,2:attack,2:attack,,0,*1
5147,2:attack,2:attack,,0,*1
5148,2:attack,2:attack,,0,*1
5149,2:attack,2:attack,,0,*1
5150,2:attack,2:attack,,0,*1
5151,2:attack,2:attack,,0,*1
5152,2:attack,2:attack,,0,*1
5153,2:attack,2:attack,,0,*1
5154,2:attack,2:attack,,0,*1
5155,2:attack,2:attack,,0,*1
5156,2:attack,2:attack,,0,*1
5157,2:attack,2:attack,,0,*1
5158,2:attack,2:attack,,0,*1
5159,2:attack,2:attack,,0,*1
5160,2:attack,2:attack,,0,*1
5161,2:attack,2:attack,,0,*1
5162,2:attack,2:attack,,0,*1
5163,2:attack,2:attack,,0,*1
5164,2:attack,2:attack,,0,*1
5165,2:attack,2:attack,,0,*1
5166,2:attack,2:attack,,0,*1
5167,2:attack,2:attack,,0,*1
5168,2:attack,2:attack,,0,*1
5169,2:attack,2:attack,,0,*1
5170,2:attack,2:attack,,0,*1
5171,2:attack,2:attack,,0,*1
5172,2:attack,2:attack,,0,*1
5173,2:attack,2:attack,,0,*1
5174,2:attack,2:attack,,0,*1
5175,2:attack,2:attack,,0,*1
5176,2:attack,2:attack,,0,*1
5177,2:attack,2:attack,,0,*1
5178,2:attack,2:attack,,0,*1
5179,2:attack,2:attack,,0,*1
5180,2:attack,2:attack,,0,*1
5181,2:attack,2:attack,,0,*1
5182,2:attack,2:attack,,0,*1
5183,2:attack,2:attack,,0,*1
5184,2:attack,2:attack,,0,*1
5185,2:attack,2:attack,,0,*1
5186,2:attack,2:attack,,0,*1
5187,2:attack,2:attack,,0,*1
5188,2:attack,2:attack,,0,*1
5189,2:attack,2:attack,,0,*1
5190,2:attack,2:attack,,0,*1
5191,2:attack,2:attack,,0,*1
5192,2:attack,2:attack,,0,*1
5193,2:attack,2:attack,,0,*1
5194,2:attack,2:attack,,0,*1
5195,2:attack,2:attack,,0,*1
5196,2:attack,2:attack,,0,*1
5197,2:attack,2:attack,,0,*1
5198,2:attack,2:attack,,0,*1
5199,2:attack,2:attack,,0,*1
5200,2:attack,2:attack,,0,*1
5201,2:attack,2:attack,,0,*1
5202,2:attack,2:attack,,0,*1
5203,2:attack,2:attack,,0,*1
5204,2:attack,2:attack,,0,*1
5205,2:attack,2:attack,,0,*1
5206,2:attack,2:attack,,0,*1
5207,2:attack,2:attack,,0,*1
5208,2:attack,2:attack,,0,*1
5209,2:attack,2:attack,,0,*1
5210,2:attack,2:attack,,0,*1
5211,2:attack,2:attack,,0,*1
5212,2:attack,2:attack,,0,*1
5213,2:attack,2:attack,,0,*1
5214,2:attack,2:attack,,0,*1
5215,2:attack,2:attack,,0,*1
5216,2:attack,2:attack,,0,*1
5217,2:attack,2:attack,,0,*1
5218,2:attack,2:attack,,0,*1
5219,2:attack,2:attack,,0,*1
5220,2:attack,2:attack,,0,*1
5221,2:attack,2:attack,,0,*1
5222,2:attack,2:attack,,0,*1
5223,2:attack,2:attack,,0,*1
5224,2:attack,2:attack,,0,*1
5225,2:attack,2:attack,,0,*1
5226,2:attack,2:attack,,0,*1
5227,2:attack,2:attack,,0,*1
5228,2:attack,2:attack,,0,*1
5229,2:attack,2:attack,,0,*1
5230,2:attack,2:attack,,0,*1
5231,2:attack,2:attack,,0,*1
5232,2:attack,2:attack,,0,*1
5233,2:attack,2:attack,,0,*1
5234,2:attack,2:attack,,0,*1
5235,2:attack,2:attack,,0,*1
5236,2:attack,2:attack,,0,*1
5237,2:attack,2:attack,,0,*1
5238,2:attack,2:attack,,0,*1
5239,2:attack,2:attack,,0,*1
5240,2:attack,2:attack,,0,*1
5241,2:attack,2:attack,,0,*1
5242,2:attack,1:normal.,+,*0.712,0.288
5243,2:attack,2:attack,,0,*1
5244,2:attack,2:attack,,0,*1
5245,2:attack,2:attack,,0,*1
5246,2:attack,2:attack,,0,*1
5247,2:attack,2:attack,,0,*1
5248,2:attack,2:attack,,0,*1
5249,2:attack,2:attack,,0,*1
5250,2:attack,2:attack,,0,*1
5251,2:attack,2:attack,,0,*1
5252,2:attack,2:attack,,0,*1
5253,2:attack,1:normal.,+,*0.712,0.288
5254,2:attack,2:attack,,0,*1
5255,2:attack,2:attack,,0,*1
5256,2:attack,2:attack,,0,*1
5257,2:attack,2:attack,,0,*1
5258,2:attack,2:attack,,0,*1
5259,2:attack,2:attack,,0,*1
5260,2:attack,2:attack,,0,*1
5261,2:attack,2:attack,,0.023,*0.977
5262,2:attack,2:attack,,0,*1
5263,2:attack,2:attack,,0,*1
5264,2:attack,2:attack,,0,*1
5265,2:attack,2:attack,,0,*1
5266,2:attack,2:attack,,0,*1
5267,2:attack,2:attack,,0,*1
5268,2:attack,2:attack,,0,*1
5269,2:attack,2:attack,,0,*1
5270,2:attack,2:attack,,0,*1
5271,2:attack,2:attack,,0,*1
5272,2:attack,2:attack,,0,*1
5273,2:attack,2:attack,,0,*1
5274,2:attack,2:attack,,0,*1
5275,2:attack,2:attack,,0,*1
5276,2:attack,2:attack,,0,*1
5277,2:attack,2:attack,,0,*1
5278,2:attack,2:attack,,0,*1
5279,2:attack,2:attack,,0,*1
5280,2:attack,2:attack,,0,*1
5281,2:attack,2:attack,,0,*1
5282,2:attack,1:normal.,+,*0.995,0.005
5283,2:attack,2:attack,,0,*1
5284,2:attack,2:attack,,0,*1
5285,2:attack,2:attack,,0,*1
5286,2:attack,2:attack,,0,*1
5287,2:attack,2:attack,,0,*1
5288,2:attack,2:attack,,0,*1
5289,2:attack,2:attack,,0,*1
5290,2:attack,2:attack,,0,*1
5291,2:attack,2:attack,,0,*1
5292,2:attack,2:attack,,0,*1
5293,2:attack,2:attack,,0,*1
5294,2:attack,2:attack,,0,*1
5295,2:attack,2:attack,,0,*1
5296,2:attack,2:attack,,0,*1
5297,2:attack,2:attack,,0,*1
5298,2:attack,2:attack,,0,*1
5299,2:attack,2:attack,,0,*1
5300,2:attack,2:attack,,0,*1
5301,2:attack,2:attack,,0,*1
5302,2:attack,2:attack,,0,*1
5303,2:attack,2:attack,,0,*1
5304,2:attack,2:attack,,0,*1
5305,2:attack,2:attack,,0,*1
5306,2:attack,2:attack,,0,*1
5307,2:attack,2:attack,,0,*1
5308,2:attack,2:attack,,0,*1
5309,2:attack,2:attack,,0,*1
5310,2:attack,2:attack,,0,*1
5311,2:attack,2:attack,,0,*1
5312,2:attack,2:attack,,0,*1
5313,2:attack,2:attack,,0,*1
5314,2:attack,2:attack,,0,*1
5315,2:attack,2:attack,,0,*1
5316,2:attack,2:attack,,0,*1
5317,2:attack,2:attack,,0,*1
5318,2:attack,2:attack,,0,*1
5319,2:attack,2:attack,,0,*1
5320,2:attack,2:attack,,0,*1
5321,2:attack,2:attack,,0,*1
5322,2:attack,2:attack,,0,*1
5323,2:attack,2:attack,,0,*1
5324,2:attack,2:attack,,0,*1
5325,2:attack,2:attack,,0,*1
5326,2:attack,2:attack,,0,*1
5327,2:attack,2:attack,,0,*1
5328,2:attack,1:normal.,+,*0.993,0.007
5329,2:attack,2:attack,,0,*1
5330,2:attack,2:attack,,0,*1
5331,2:attack,2:attack,,0,*1
5332,2:attack,2:attack,,0,*1
5333,2:attack,2:attack,,0,*1
